article_id,database_id,source,slug,title,h1,url,language,category,tag,content_hash,content_words,canonical,indexable,sitemap,status
code:como-criar-uma-rotina-de-estudo-de-ingles-com-pouco-tempo-por-semana,,versioned_code,como-criar-uma-rotina-de-estudo-de-ingles-com-pouco-tempo-por-semana,Como criar uma rotina de estudo de inglês com pouco tempo por semana,Como criar uma rotina de estudo de inglês com pouco tempo por semana,https://vediums.com/blog/ingles/como-criar-uma-rotina-de-estudo-de-ingles-com-pouco-tempo-por-semana,pt-BR,ingles,Inglês,030287b8a1c9abd764c10a38f0b9d2507ea52fb3029a6c63fb284fcef829f7ec,2309,https://vediums.com/blog/ingles/como-criar-uma-rotina-de-estudo-de-ingles-com-pouco-tempo-por-semana,yes,yes,catalog_record
code:por-que-brasileiro-entende-espanhol-mas-trava-para-falar,,versioned_code,por-que-brasileiro-entende-espanhol-mas-trava-para-falar,"Por que brasileiro entende espanhol, mas trava para falar","Por que brasileiro entende espanhol, mas trava para falar",https://vediums.com/blog/espanhol/por-que-brasileiro-entende-espanhol-mas-trava-para-falar,pt-BR,espanhol,Espanhol,3e5adcb0d39b662a1a8486e45fe51d6dec0d07a317adda4e2ee6bcdcca21b092,2414,https://vediums.com/blog/espanhol/por-que-brasileiro-entende-espanhol-mas-trava-para-falar,yes,yes,catalog_record
code:brazilian-portuguese-for-doctors-clinics-and-emergencies,,versioned_code,brazilian-portuguese-for-doctors-clinics-and-emergencies,"Brazilian Portuguese for doctors, clinics and emergencies","Brazilian Portuguese for doctors, clinics and emergencies",https://vediums.com/en/blog/brazilian-portuguese/brazilian-portuguese-for-doctors-clinics-and-emergencies,en,brazilian-portuguese,Brazilian Portuguese,08ba8253904ddde6e109658bd507252f5f9abb3e7e295e8728e8f0c5794d9953,3023,https://vediums.com/en/blog/brazilian-portuguese/brazilian-portuguese-for-doctors-clinics-and-emergencies,yes,yes,catalog_record
code:brazilian-portuguese-for-supermarket-pharmacy-and-daily-errands,,versioned_code,brazilian-portuguese-for-supermarket-pharmacy-and-daily-errands,"Brazilian Portuguese for supermarket, pharmacy and daily errands","Brazilian Portuguese for supermarket, pharmacy and daily errands",https://vediums.com/en/blog/brazilian-portuguese/brazilian-portuguese-for-supermarket-pharmacy-and-daily-errands,en,brazilian-portuguese,Brazilian Portuguese,bca49a4f3efbe3c4a99392caa9593273b62f76203586347287d2bddfcdfcde2b,2373,https://vediums.com/en/blog/brazilian-portuguese/brazilian-portuguese-for-supermarket-pharmacy-and-daily-errands,yes,yes,catalog_record
code:how-to-learn-portuguese-for-brazil-when-you-already-speak-another-romance-language,,versioned_code,how-to-learn-portuguese-for-brazil-when-you-already-speak-another-romance-language,How to learn Portuguese for Brazil when you already speak another Romance language,How to learn Portuguese for Brazil when you already speak another Romance language,https://vediums.com/en/blog/brazilian-portuguese/how-to-learn-portuguese-for-brazil-when-you-already-speak-another-romance-language,en,brazilian-portuguese,Brazilian Portuguese,d6f2a0bf5f4854f9bf4a24f84e5b4f73162535fe6515f5fedd83d44127d214b7,3066,https://vediums.com/en/blog/brazilian-portuguese/how-to-learn-portuguese-for-brazil-when-you-already-speak-another-romance-language,yes,yes,catalog_record
code:how-to-understand-brazilian-addresses-neighborhoods-and-directions,,versioned_code,how-to-understand-brazilian-addresses-neighborhoods-and-directions,"How to understand Brazilian addresses, neighborhoods and directions","How to understand Brazilian addresses, neighborhoods and directions",https://vediums.com/en/blog/brazilian-portuguese/how-to-understand-brazilian-addresses-neighborhoods-and-directions,en,brazilian-portuguese,Brazilian Portuguese,855db5972dfbcac23c19dcc4a4b7b45a1f6247310e77eb56fd4f18d8866c82c2,3218,https://vediums.com/en/blog/brazilian-portuguese/how-to-understand-brazilian-addresses-neighborhoods-and-directions,yes,yes,catalog_record
code:learn-portuguese-for-brazil-through-cultural-situations-not-isolated-grammar,,versioned_code,learn-portuguese-for-brazil-through-cultural-situations-not-isolated-grammar,"Learn Portuguese for Brazil through cultural situations, not isolated grammar","Learn Portuguese for Brazil through cultural situations, not isolated grammar",https://vediums.com/en/blog/brazilian-portuguese/learn-portuguese-for-brazil-through-cultural-situations-not-isolated-grammar,en,brazilian-portuguese,Brazilian Portuguese,6cffc450149b949021b8bed402303d16b803a90b9e081e24c927f314d41ace41,2799,https://vediums.com/en/blog/brazilian-portuguese/learn-portuguese-for-brazil-through-cultural-situations-not-isolated-grammar,yes,yes,catalog_record
code:portuguese-for-opening-a-bank-account-in-brazil,,versioned_code,portuguese-for-opening-a-bank-account-in-brazil,Portuguese for opening a bank account in Brazil,Portuguese for opening a bank account in Brazil,https://vediums.com/en/blog/brazilian-portuguese/portuguese-for-opening-a-bank-account-in-brazil,en,brazilian-portuguese,Brazilian Portuguese,c7c6b99157a088c9c2439126af66abc92dd14bcc2da09de3a651b32ee18f5f79,3028,https://vediums.com/en/blog/brazilian-portuguese/portuguese-for-opening-a-bank-account-in-brazil,yes,yes,catalog_record
code:portuguese-for-renting-an-apartment-in-brazil,,versioned_code,portuguese-for-renting-an-apartment-in-brazil,Portuguese for renting an apartment in Brazil,Portuguese for renting an apartment in Brazil,https://vediums.com/en/blog/brazilian-portuguese/portuguese-for-renting-an-apartment-in-brazil,en,brazilian-portuguese,Brazilian Portuguese,8ec5c65b7143fdf43206f260c4276b9a27da0d13bc3768473d873713bbb5a5de,2548,https://vediums.com/en/blog/brazilian-portuguese/portuguese-for-renting-an-apartment-in-brazil,yes,yes,catalog_record
code:what-to-expect-from-a-structured-portuguese-course-for-foreigners,,versioned_code,what-to-expect-from-a-structured-portuguese-course-for-foreigners,What to expect from a structured Portuguese course for foreigners,What to expect from a structured Portuguese course for foreigners,https://vediums.com/en/blog/brazilian-portuguese/what-to-expect-from-a-structured-portuguese-course-for-foreigners,en,brazilian-portuguese,Brazilian Portuguese,80b33da9929be4b46c919063473f21c18d2995563d0103f676e320ea2c2bb87b,2826,https://vediums.com/en/blog/brazilian-portuguese/what-to-expect-from-a-structured-portuguese-course-for-foreigners,yes,yes,catalog_record
code:portugues-brasileno-para-hispanohablantes-errores-que-parecen-pequenos,,versioned_code,portugues-brasileno-para-hispanohablantes-errores-que-parecen-pequenos,Portugués brasileño para hispanohablantes: errores que parecen pequeños,Portugués brasileño para hispanohablantes: errores que parecen pequeños,https://vediums.com/es/blog/portugues-brasileno/portugues-brasileno-para-hispanohablantes-errores-que-parecen-pequenos,es,portugues-brasileno,Portugués brasileño,704095185bcb8f3431cf3d77a6b3c8d6e122d5699191a911dd6015844d2f3673,2770,https://vediums.com/es/blog/portugues-brasileno/portugues-brasileno-para-hispanohablantes-errores-que-parecen-pequenos,yes,yes,catalog_record
code:apprendre-le-portugais-du-bresil-avec-des-cours-en-direct,,versioned_code,apprendre-le-portugais-du-bresil-avec-des-cours-en-direct,Apprendre le portugais du Brésil avec des cours en direct,Apprendre le portugais du Brésil avec des cours en direct,https://vediums.com/blog/apprendre-le-portugais-du-bresil-avec-des-cours-en-direct,fr,,Français,39c95b368f0481c29b15aa55f0cbcc374daa6c0692eaffd02e3040a81fc40b4c,2746,https://vediums.com/blog/apprendre-le-portugais-du-bresil-avec-des-cours-en-direct,yes,yes,catalog_record
code:comment-choisir-un-cours-de-portugais-bresilien-pour-etrangers,,versioned_code,comment-choisir-un-cours-de-portugais-bresilien-pour-etrangers,Comment choisir un cours de portugais brésilien pour étrangers,Comment choisir un cours de portugais brésilien pour étrangers,https://vediums.com/blog/comment-choisir-un-cours-de-portugais-bresilien-pour-etrangers,fr,,Français,00bc49e7612a4bad8302e510faf7db7749c89b8aa45dd0b683e3ae85dd2c378f,2762,https://vediums.com/blog/comment-choisir-un-cours-de-portugais-bresilien-pour-etrangers,yes,yes,catalog_record
code:portugiesisch-fur-brasilien-mit-live-unterricht-lernen,,versioned_code,portugiesisch-fur-brasilien-mit-live-unterricht-lernen,Portugiesisch für Brasilien mit Live-Unterricht lernen,Portugiesisch für Brasilien mit Live-Unterricht lernen,https://vediums.com/blog/portugiesisch-fur-brasilien-mit-live-unterricht-lernen,de,,Deutsch,61972ceac7174eb1d8d09d53bbcbf5def89da90162be04b71ac46da0f7125e1f,2606,https://vediums.com/blog/portugiesisch-fur-brasilien-mit-live-unterricht-lernen,yes,yes,catalog_record
code:aprender-portugues-de-brasil-con-clases-en-vivo-y-practica-real,,versioned_code,aprender-portugues-de-brasil-con-clases-en-vivo-y-practica-real,Aprender portugués de Brasil con clases en vivo y práctica real,Aprender portugués de Brasil con clases en vivo y práctica real,https://vediums.com/es/blog/portugues-brasileno/aprender-portugues-de-brasil-con-clases-en-vivo-y-practica-real,es,portugues-brasileno,Portugués brasileño,de034a9aa7fc2ca6cd96ef312064464662d5cd3c7dee01a4727b6d359d76d75c,2384,https://vediums.com/es/blog/portugues-brasileno/aprender-portugues-de-brasil-con-clases-en-vivo-y-practica-real,yes,yes,catalog_record
code:aula-de-ingles-online-ao-vivo-como-funciona-e-para-quem-vale-a-pena,,versioned_code,aula-de-ingles-online-ao-vivo-como-funciona-e-para-quem-vale-a-pena,Aula de inglês online ao vivo: como funciona e para quem vale a pena,Aula de inglês online ao vivo: como funciona e para quem vale a pena,https://vediums.com/blog/ingles/aula-de-ingles-online-ao-vivo-como-funciona-e-para-quem-vale-a-pena,pt-BR,ingles,Inglês,5b861aa991406a46564129fd4ad6332f69a2692bf75a3c7991e02ebfea23b1f4,2838,https://vediums.com/blog/ingles/aula-de-ingles-online-ao-vivo-como-funciona-e-para-quem-vale-a-pena,yes,yes,catalog_record
code:brasilianisches-portugiesisch-fur-beruf-und-alltag-in-brasilien,,versioned_code,brasilianisches-portugiesisch-fur-beruf-und-alltag-in-brasilien,Brasilianisches Portugiesisch für Beruf und Alltag in Brasilien,Brasilianisches Portugiesisch für Beruf und Alltag in Brasilien,https://vediums.com/blog/brasilianisches-portugiesisch-fur-beruf-und-alltag-in-brasilien,de,,Deutsch,3f07095026765bc698efc00ee059f4dd90472e24ad736b8399f3e16108ab92f3,2702,https://vediums.com/blog/brasilianisches-portugiesisch-fur-beruf-und-alltag-in-brasilien,yes,yes,catalog_record
code:brazilian-portuguese-for-international-students-choosing-a-city-in-brazil,,versioned_code,brazilian-portuguese-for-international-students-choosing-a-city-in-brazil,Brazilian Portuguese for international students choosing a city in Brazil,Brazilian Portuguese for international students choosing a city in Brazil,https://vediums.com/en/blog/brazilian-portuguese/brazilian-portuguese-for-international-students-choosing-a-city-in-brazil,en,brazilian-portuguese,Brazilian Portuguese,56ebdce0fa71dbc148ca4e7d569a9e518959076a332a7c43729e856b8e77d1c8,2866,https://vediums.com/en/blog/brazilian-portuguese/brazilian-portuguese-for-international-students-choosing-a-city-in-brazil,yes,yes,catalog_record
code:brazilian-portuguese-pronunciation-sounds-that-confuse-english-speakers,,versioned_code,brazilian-portuguese-pronunciation-sounds-that-confuse-english-speakers,Brazilian Portuguese pronunciation: sounds that confuse English speakers,Brazilian Portuguese pronunciation: sounds that confuse English speakers,https://vediums.com/en/blog/brazilian-portuguese/brazilian-portuguese-pronunciation-sounds-that-confuse-english-speakers,en,brazilian-portuguese,Brazilian Portuguese,0d8d092991fe73263a82f8dbe8ef8493942ef1f55071b1ffe5445cb8418c6d8a,3121,https://vediums.com/en/blog/brazilian-portuguese/brazilian-portuguese-pronunciation-sounds-that-confuse-english-speakers,yes,yes,catalog_record
code:como-estudar-phrasal-verbs-sem-decorar-listas-infinitas,,versioned_code,como-estudar-phrasal-verbs-sem-decorar-listas-infinitas,Como estudar phrasal verbs sem decorar listas infinitas,Como estudar phrasal verbs sem decorar listas infinitas,https://vediums.com/blog/ingles/como-estudar-phrasal-verbs-sem-decorar-listas-infinitas,pt-BR,ingles,Inglês,982cdc22f233d3cac68052abab1c81538c542d263b41aa7e526420602515feb2,3012,https://vediums.com/blog/ingles/como-estudar-phrasal-verbs-sem-decorar-listas-infinitas,yes,yes,catalog_record
code:como-funciona-a-alfabetizacao-em-hebraico-do-zero,,versioned_code,como-funciona-a-alfabetizacao-em-hebraico-do-zero,Como funciona a alfabetização em hebraico do zero,Como funciona a alfabetização em hebraico do zero,https://vediums.com/blog/hebraico/como-funciona-a-alfabetizacao-em-hebraico-do-zero,pt-BR,hebraico,Hebraico,e3cd1a5a9c56262df0a741bfe10ae7845a08d6e8d75d36788825d472cc8afcf2,2950,https://vediums.com/blog/hebraico/como-funciona-a-alfabetizacao-em-hebraico-do-zero,yes,yes,catalog_record
code:como-perguntar-nome-origem-e-bem-estar-em-ioruba,,versioned_code,como-perguntar-nome-origem-e-bem-estar-em-ioruba,"Como perguntar nome, origem e bem-estar em iorubá","Como perguntar nome, origem e bem-estar em iorubá",https://vediums.com/blog/ioruba/como-perguntar-nome-origem-e-bem-estar-em-ioruba,pt-BR,ioruba,Iorubá,51b23dbaf7d0ba1c77be5ffe42a6c231beda1b44af78b03ca1fbb8d8be7cfe2c,2409,https://vediums.com/blog/ioruba/como-perguntar-nome-origem-e-bem-estar-em-ioruba,yes,yes,catalog_record
code:como-usar-shadowing-sem-copiar-sotaque-de-forma-artificial,,versioned_code,como-usar-shadowing-sem-copiar-sotaque-de-forma-artificial,Como usar shadowing sem copiar sotaque de forma artificial,Como usar shadowing sem copiar sotaque de forma artificial,https://vediums.com/blog/ingles/como-usar-shadowing-sem-copiar-sotaque-de-forma-artificial,pt-BR,ingles,Inglês,74b31ac884dd60209335884d4c6b1069d2cdcb4bbc7e26aeade9776da211ae7b,2717,https://vediums.com/blog/ingles/como-usar-shadowing-sem-copiar-sotaque-de-forma-artificial,yes,yes,catalog_record
code:curso-de-ingles-com-professor-ao-vivo-o-que-muda-na-evolucao-da-fala,,versioned_code,curso-de-ingles-com-professor-ao-vivo-o-que-muda-na-evolucao-da-fala,Curso de inglês com professor ao vivo: o que muda na evolução da fala,Curso de inglês com professor ao vivo: o que muda na evolução da fala,https://vediums.com/blog/ingles/curso-de-ingles-com-professor-ao-vivo-o-que-muda-na-evolucao-da-fala,pt-BR,ingles,Inglês,b4a982795a9406f48a7a7b3425a69b59d775fc6713ed7bf660ccb2f419338ee8,2607,https://vediums.com/blog/ingles/curso-de-ingles-com-professor-ao-vivo-o-que-muda-na-evolucao-da-fala,yes,yes,catalog_record
code:dias-da-semana-e-expressoes-de-tempo-em-ioruba,,versioned_code,dias-da-semana-e-expressoes-de-tempo-em-ioruba,Dias da semana e expressões de tempo em iorubá,Dias da semana e expressões de tempo em iorubá,https://vediums.com/blog/ioruba/dias-da-semana-e-expressoes-de-tempo-em-ioruba,pt-BR,ioruba,Iorubá,10e6690a38980e03aed17a3dc3bfe7c6e265fcb5fb49c4c64415e940e866bc5b,2501,https://vediums.com/blog/ioruba/dias-da-semana-e-expressoes-de-tempo-em-ioruba,yes,yes,catalog_record
code:erros-comuns-de-pronuncia-que-alteram-palavras-em-ioruba,,versioned_code,erros-comuns-de-pronuncia-que-alteram-palavras-em-ioruba,Erros comuns de pronúncia que alteram palavras em iorubá,Erros comuns de pronúncia que alteram palavras em iorubá,https://vediums.com/blog/ioruba/erros-comuns-de-pronuncia-que-alteram-palavras-em-ioruba,pt-BR,ioruba,Iorubá,d64117bc32e49ee78b130624198b672c8843f90ea08e482255d99add6ff37fec,2555,https://vediums.com/blog/ioruba/erros-comuns-de-pronuncia-que-alteram-palavras-em-ioruba,yes,yes,catalog_record
code:falsos-cognatos-em-espanhol-que-mais-confundem-brasileiros,,versioned_code,falsos-cognatos-em-espanhol-que-mais-confundem-brasileiros,Falsos cognatos em espanhol que mais confundem brasileiros,Falsos cognatos em espanhol que mais confundem brasileiros,https://vediums.com/blog/espanhol/falsos-cognatos-em-espanhol-que-mais-confundem-brasileiros,pt-BR,espanhol,Espanhol,89c1be48fb6441e37ff34b7fbb7c01aa9c87585ecab0b642b48bb37b79ea5082,2716,https://vediums.com/blog/espanhol/falsos-cognatos-em-espanhol-que-mais-confundem-brasileiros,yes,yes,catalog_record
code:hebraico-moderno-x-hebraico-biblico-entenda-a-diferenca,,versioned_code,hebraico-moderno-x-hebraico-biblico-entenda-a-diferenca,Hebraico moderno x hebraico bíblico: entenda a diferença,Hebraico moderno x hebraico bíblico: entenda a diferença,https://vediums.com/blog/hebraico/hebraico-moderno-x-hebraico-biblico-entenda-a-diferenca,pt-BR,hebraico,Hebraico,203fbd9c05b22454432d19557cfd3d1e6542d2245f23db3f4b0d3fa64126b4ff,2478,https://vediums.com/blog/hebraico/hebraico-moderno-x-hebraico-biblico-entenda-a-diferenca,yes,yes,catalog_record
code:how-to-handle-small-talk-with-brazilians-in-portuguese,,versioned_code,how-to-handle-small-talk-with-brazilians-in-portuguese,How to handle small talk with Brazilians in Portuguese,How to handle small talk with Brazilians in Portuguese,https://vediums.com/en/blog/brazilian-portuguese/how-to-handle-small-talk-with-brazilians-in-portuguese,en,brazilian-portuguese,Brazilian Portuguese,980414047a4554728d3896298abe0954ef4888b73d3d6e2dbd816f96a629624a,2841,https://vediums.com/en/blog/brazilian-portuguese/how-to-handle-small-talk-with-brazilians-in-portuguese,yes,yes,catalog_record
code:how-to-introduce-yourself-professionally-in-brazilian-portuguese,,versioned_code,how-to-introduce-yourself-professionally-in-brazilian-portuguese,How to introduce yourself professionally in Brazilian Portuguese,How to introduce yourself professionally in Brazilian Portuguese,https://vediums.com/en/blog/brazilian-portuguese/how-to-introduce-yourself-professionally-in-brazilian-portuguese,en,brazilian-portuguese,Brazilian Portuguese,7ba96376116a3d5c724719b6ac2b3456ab18ab85cd5f87948c1aa48c5dd465b9,3177,https://vediums.com/en/blog/brazilian-portuguese/how-to-introduce-yourself-professionally-in-brazilian-portuguese,yes,yes,catalog_record
code:how-to-learn-brazilian-portuguese-without-relying-only-on-apps,,versioned_code,how-to-learn-brazilian-portuguese-without-relying-only-on-apps,How to learn Brazilian Portuguese without relying only on apps,How to learn Brazilian Portuguese without relying only on apps,https://vediums.com/en/blog/brazilian-portuguese/how-to-learn-brazilian-portuguese-without-relying-only-on-apps,en,brazilian-portuguese,Brazilian Portuguese,dd5784fe5da94b3426663ab64030669e5db1249fa6af3c11ed1000282d1565b8,3070,https://vediums.com/en/blog/brazilian-portuguese/how-to-learn-brazilian-portuguese-without-relying-only-on-apps,yes,yes,catalog_record
code:how-to-order-food-in-brazil-with-confidence,,versioned_code,how-to-order-food-in-brazil-with-confidence,How to order food in Brazil with confidence,How to order food in Brazil with confidence,https://vediums.com/en/blog/brazilian-portuguese/how-to-order-food-in-brazil-with-confidence,en,brazilian-portuguese,Brazilian Portuguese,b112ea82094516008342113f8375ad05016f3785f9a18c8fbb5f3e623caedfea,2605,https://vediums.com/en/blog/brazilian-portuguese/how-to-order-food-in-brazil-with-confidence,yes,yes,catalog_record
code:ingles-para-apresentacao-profissional-em-dois-minutos,,versioned_code,ingles-para-apresentacao-profissional-em-dois-minutos,Inglês para apresentação profissional em dois minutos,Inglês para apresentação profissional em dois minutos,https://vediums.com/blog/ingles/ingles-para-apresentacao-profissional-em-dois-minutos,pt-BR,ingles,Inglês,a57a374c52545e54b141bb03a3c50a210871b0a0a06697e37911fe0ae42d4a4f,3306,https://vediums.com/blog/ingles/ingles-para-apresentacao-profissional-em-dois-minutos,yes,yes,catalog_record
code:ingles-para-atendimento-ao-cliente-expressoes-educadas-e-naturais,,versioned_code,ingles-para-atendimento-ao-cliente-expressoes-educadas-e-naturais,Inglês para atendimento ao cliente: expressões educadas e naturais,Inglês para atendimento ao cliente: expressões educadas e naturais,https://vediums.com/blog/ingles/ingles-para-atendimento-ao-cliente-expressoes-educadas-e-naturais,pt-BR,ingles,Inglês,8a84e31a72eb228bf6517bab5bf3cfff154d82eca3852c4582a3dde101cfa6f5,2873,https://vediums.com/blog/ingles/ingles-para-atendimento-ao-cliente-expressoes-educadas-e-naturais,yes,yes,catalog_record
code:ingles-para-viagem-vocabulario-essencial-para-aeroporto-e-hotel,,versioned_code,ingles-para-viagem-vocabulario-essencial-para-aeroporto-e-hotel,Inglês para viagem: vocabulário essencial para aeroporto e hotel,Inglês para viagem: vocabulário essencial para aeroporto e hotel,https://vediums.com/blog/ingles/ingles-para-viagem-vocabulario-essencial-para-aeroporto-e-hotel,pt-BR,ingles,Inglês,83bbdb3edfd8de2e77765d03421f42477f8e547eef0e9639a389c3a04bc8b4e4,2498,https://vediums.com/blog/ingles/ingles-para-viagem-vocabulario-essencial-para-aeroporto-e-hotel,yes,yes,catalog_record
code:ple-ru-011,,versioned_code,ple-ru-011,Как учить португальский для Бразилии на живых занятиях,Как учить португальский для Бразилии на живых занятиях,https://vediums.com/blog/ple-ru-011,ru-RU,,Русский,46075b87dea027eea35f5216563cdcdd1cfd3aede3de8eeb339bfa7dfb966c5a,2257,https://vediums.com/blog/ple-ru-011,yes,yes,catalog_record
code:numeros-em-ioruba-logica-uso-e-pratica-inicial,,versioned_code,numeros-em-ioruba-logica-uso-e-pratica-inicial,"Números em iorubá: lógica, uso e prática inicial","Números em iorubá: lógica, uso e prática inicial",https://vediums.com/blog/ioruba/numeros-em-ioruba-logica-uso-e-pratica-inicial,pt-BR,ioruba,Iorubá,ca73832a56046cbd98ed4356ed5b348d22d00105d2278b4e657abb7774a674af,2730,https://vediums.com/blog/ioruba/numeros-em-ioruba-logica-uso-e-pratica-inicial,yes,yes,catalog_record
code:palavras-iorubas-presentes-na-cultura-afro-brasileira,,versioned_code,palavras-iorubas-presentes-na-cultura-afro-brasileira,Palavras iorubás presentes na cultura afro-brasileira,Palavras iorubás presentes na cultura afro-brasileira,https://vediums.com/blog/ioruba/palavras-iorubas-presentes-na-cultura-afro-brasileira,pt-BR,ioruba,Iorubá,4c3d245685daf8b39195033dcca3810df82823969db4ea277d5ebfbd0470bfb8,2762,https://vediums.com/blog/ioruba/palavras-iorubas-presentes-na-cultura-afro-brasileira,yes,yes,catalog_record
code:por-que-brasileiros-entendem-ingles-escrito-mas-travam-na-fala,,versioned_code,por-que-brasileiros-entendem-ingles-escrito-mas-travam-na-fala,Por que brasileiros entendem inglês escrito mas travam na fala,Por que brasileiros entendem inglês escrito mas travam na fala,https://vediums.com/blog/ingles/por-que-brasileiros-entendem-ingles-escrito-mas-travam-na-fala,pt-BR,ingles,Inglês,daddc0def0f687541116705d3fbd63e0bbedff266315db2c285fcb1973823de4,2596,https://vediums.com/blog/ingles/por-que-brasileiros-entendem-ingles-escrito-mas-travam-na-fala,yes,yes,catalog_record
code:portugues-brasileno-para-trabajar-y-vivir-en-brasil,,versioned_code,portugues-brasileno-para-trabajar-y-vivir-en-brasil,Portugués brasileño para trabajar y vivir en Brasil,Portugués brasileño para trabajar y vivir en Brasil,https://vediums.com/es/blog/portugues-brasileno/portugues-brasileno-para-trabajar-y-vivir-en-brasil,es,portugues-brasileno,Portugués brasileño,fbfee1571cdc0acb4cb5ab14c6b3c8df511b3ef477d91bdb52b87c72ce2b3b64,2915,https://vediums.com/es/blog/portugues-brasileno/portugues-brasileno-para-trabajar-y-vivir-en-brasil,yes,yes,catalog_record
code:portuguese-for-remote-workers-living-in-brazil,,versioned_code,portuguese-for-remote-workers-living-in-brazil,Portuguese for remote workers living in Brazil,Portuguese for remote workers living in Brazil,https://vediums.com/en/blog/brazilian-portuguese/portuguese-for-remote-workers-living-in-brazil,en,brazilian-portuguese,Brazilian Portuguese,342abbdbd21883728513e4b4bc7ec4ba19de83bdf811f739be13501bf780fb3b,3051,https://vediums.com/en/blog/brazilian-portuguese/portuguese-for-remote-workers-living-in-brazil,yes,yes,catalog_record
code:portuguese-for-ride-apps-taxis-and-public-transportation-in-brazil,,versioned_code,portuguese-for-ride-apps-taxis-and-public-transportation-in-brazil,"Portuguese for ride apps, taxis and public transportation in Brazil","Portuguese for ride apps, taxis and public transportation in Brazil",https://vediums.com/en/blog/brazilian-portuguese/portuguese-for-ride-apps-taxis-and-public-transportation-in-brazil,en,brazilian-portuguese,Brazilian Portuguese,6d542066d0acda42814b043bd2668d38f4f0e7373aec512254a58eb91a418936,2943,https://vediums.com/en/blog/brazilian-portuguese/portuguese-for-ride-apps-taxis-and-public-transportation-in-brazil,yes,yes,catalog_record
code:portuguese-for-work-meetings-in-brazil-first-phrases-to-master,,versioned_code,portuguese-for-work-meetings-in-brazil-first-phrases-to-master,Portuguese for work meetings in Brazil: first phrases to master,Portuguese for work meetings in Brazil: first phrases to master,https://vediums.com/en/blog/brazilian-portuguese/portuguese-for-work-meetings-in-brazil-first-phrases-to-master,en,brazilian-portuguese,Brazilian Portuguese,2b2ae0a82258fae2bf300ea8a433a4326212f976fe44c0e7dfe49f28ebfd4a24,3326,https://vediums.com/en/blog/brazilian-portuguese/portuguese-for-work-meetings-in-brazil-first-phrases-to-master,yes,yes,catalog_record
code:quando-usar-do-does-e-did-sem-confundir-na-conversa,,versioned_code,quando-usar-do-does-e-did-sem-confundir-na-conversa,"Quando usar do, does e did sem confundir na conversa","Quando usar do, does e did sem confundir na conversa",https://vediums.com/blog/ingles/quando-usar-do-does-e-did-sem-confundir-na-conversa,pt-BR,ingles,Inglês,fe2c1535b21add5e1074394ce6bb38bfcabb3eacb375c8da9e315b1315139e33,3147,https://vediums.com/blog/ingles/quando-usar-do-does-e-did-sem-confundir-na-conversa,yes,yes,catalog_record
code:ple-zh-012,,versioned_code,ple-zh-012,通过真人直播课学习巴西葡萄牙语,通过真人直播课学习巴西葡萄牙语,https://vediums.com/blog/ple-zh-012,zh-CN,,中文,e608d251f66df05827cc67194a42462ce27fbac9e1791fc0438bbf8a7556cd53,765,https://vediums.com/blog/ple-zh-012,yes,yes,catalog_record
code:vocabulario-de-familia-em-ioruba-e-seu-valor-cultural,,versioned_code,vocabulario-de-familia-em-ioruba-e-seu-valor-cultural,Vocabulário de família em iorubá e seu valor cultural,Vocabulário de família em iorubá e seu valor cultural,https://vediums.com/blog/ioruba/vocabulario-de-familia-em-ioruba-e-seu-valor-cultural,pt-BR,ioruba,Iorubá,56a17190f66baa83588c2891d6d0af58f5a08c76c3a190785970762229b6fb76,2631,https://vediums.com/blog/ioruba/vocabulario-de-familia-em-ioruba-e-seu-valor-cultural,yes,yes,catalog_record
